Player,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,IPP,Shots,SH,ixG,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,TOI_GP,Goals_60,Total_Assists_60,First_Assists_60,Second_Assists_60,Total_Points_60,Shots_60,ixG_60,iCF_60,iFF_60,iSCF_60,iHDCF_60,Rush_Attempts_60,Rebounds_Created_60,PIM_60,Penalties_Drawn_60,Giveaways_60,Takeaways_60,Hits_60,Hits_Taken_60,Shots_Blocked_60,HDCA,CF1,GF1,GF_60,GA_60,HDCF,HDCF1,xGF,xGA,Off_Zone_Starts,Neu_Zone_Starts,Def_Zone_Starts,Off_Zone_Start_Pct,SF_60,SA_60,SF_Pct,HDCF_60,HDCA_60,Def_Zone_Start_Pct
Brent Burns,82,2143.36669921875,10,44,25,19,54,46.9599990844727,203,4.92999982833862,9.38000011444092,446,293,116,11,40,34,42,21,21,0,0,8,97,68,55,60,150,26.1386184692383,0.280000001192093,1.23000001907349,0.699999988079071,0.529999971389771,1.50999999046326,5.67999982833862,0.259999990463257,12.4899997711182,8.19999980926514,3.25,0.310000002384186,1.12000000476837,0.949999988079071,1.17999994754791,0.219999998807907,2.72000002861023,1.89999997615814,1.53999996185303,1.67999994754791,4.19999980926514,462,46.2200012207031,47.5200004577637,3.22000002861023,3.55999994277954,435,48.4900016784668,103.209999084473,126.980003356934,318,364,426,42.7400016784668,29.8099994659424,33,47.4599990844727,12.1800003051758,12.9300003051758,57.258064516129
Tony DeAngelo,64,1267.03332519531,10,41,21,20,51,48.5699996948242,151,6.61999988555908,7.19999980926514,264,191,79,7,6,13,56,17,13,2,2,13,39,27,41,70,59,19.7973957061768,0.469999998807907,1.94000005722046,0.990000009536743,0.949999988079071,2.42000007629395,7.15000009536743,0.340000003576279,12.5,9.03999996185303,3.74000000953674,0.330000013113022,0.280000001192093,0.620000004768372,2.65000009536743,0.620000004768372,1.85000002384186,1.27999997138977,1.94000005722046,3.30999994277954,2.78999996185303,224,60.5,70.9499969482422,4.96999979019165,2.03999996185303,346,60.7000007629395,88.4100036621094,56.689998626709,287,236,114,71.5699996948242,39.4900016784668,26.7999992370605,59.5699996948242,16.3799991607666,10.6099996566772,28.428927680798
Torey Krug,64,1315.26672363281,9,34,14,20,43,38.3899993896484,119,7.55999994277954,6.71999979019165,245,173,71,11,2,14,48,24,24,0,0,7,32,16,53,48,70,20.5510425567627,0.409999996423721,1.54999995231628,0.639999985694885,0.910000026226044,1.96000003814697,5.42999982833862,0.310000002384186,11.1800003051758,7.8899998664856,3.24000000953674,0.5,0.0900000035762787,0.639999985694885,2.19000005722046,0.319999992847443,1.46000003814697,0.730000019073486,2.42000007629395,2.19000005722046,3.19000005722046,249,54.9099998474121,67.879997253418,5.1100001335144,2.42000007629395,266,51.6500015258789,75.7300033569336,67.9100036621094,317,227,122,72.2099990844727,36.6300010681152,30.3799991607666,54.6599998474121,12.1300001144409,11.3599996566772,27.7904328018223
Evan Bouchard,81,1604.16662597656,12,31,12,19,43,48.310001373291,205,5.84999990463257,9.39000034332275,400,278,74,13,4,24,28,14,14,0,0,10,79,37,80,86,112,19.8045272827148,0.449999988079071,1.1599999666214,0.449999988079071,0.709999978542328,1.61000001430511,7.67000007629395,0.349999994039536,14.960000038147,10.3999996185303,2.76999998092651,0.490000009536743,0.150000005960464,0.899999976158142,1.04999995231628,0.370000004768372,2.95000004768372,1.37999999523163,2.99000000953674,3.22000002861023,4.19000005722046,320,54.3199996948242,52.3499984741211,3.32999992370605,3.02999997138977,354,52.5200004577637,92.3399963378906,79.0999984741211,216,279,244,46.9599990844727,36.4300003051758,30.1499996185303,54.7200012207031,13.2399997711182,11.9700002670288,53.0434782608696
Josh Morrissey,79,1869.08337402344,12,25,14,11,37,34.9099998474121,173,6.94000005722046,12.2799997329712,351,251,116,22,8,20,66,28,27,0,1,20,63,26,150,85,104,23.6592826843262,0.389999985694885,0.800000011920929,0.449999988079071,0.349999994039536,1.19000005722046,5.55000019073486,0.389999985694885,11.2700004577637,8.0600004196167,3.72000002861023,0.709999978542328,0.259999990463257,0.639999985694885,2.11999988555908,0.639999985694885,2.01999998092651,0.829999983310699,4.82000017166138,2.73000001907349,3.33999991416931,380,53.8499984741211,54.0800018310547,3.40000009536743,2.89000010490417,434,53.3199996948242,113.209999084473,92.8899993896484,264,350,233,53.1199989318848,34.5099983215332,30.0499992370605,53.4599990844727,13.9300003051758,12.1999998092651,46.8812877263582
Alex Pietrangelo,80,1971.58337402344,13,31,17,14,44,42.310001373291,227,5.73000001907349,12.5799999237061,456,311,121,11,5,26,42,16,15,0,1,8,56,93,66,197,164,24.6447925567627,0.400000005960464,0.939999997615814,0.519999980926514,0.430000007152557,1.3400000333786,6.90999984741211,0.379999995231628,13.8800001144409,9.46000003814697,3.6800000667572,0.330000013113022,0.150000005960464,0.790000021457672,1.27999997138977,0.239999994635582,1.70000004768372,2.82999992370605,2.00999999046326,6,4.98999977111816,418,52.4599990844727,50.4900016784668,3.16000008583069,3.09999990463257,436,51.0499992370605,113.129997253418,108.040000915527,308,343,314,49.5200004577637,35.6399993896484,30.4899997711182,53.8899993896484,13.2700004577637,12.7200002670288,50.4823151125402
Gustav Forsling,71,1506.43334960938,10,27,13,14,37,39.3600006103516,145,6.90000009536743,7.13000011444092,296,192,88,15,11,9,18,9,9,0,0,10,53,51,45,122,86,21.2173709869385,0.400000005960464,1.08000004291534,0.519999980926514,0.560000002384186,1.47000002861023,5.78000020980835,0.280000001192093,11.789999961853,7.65000009536743,3.5,0.600000023841858,0.439999997615814,0.360000014305115,0.720000028610229,0.400000005960464,2.10999989509583,2.02999997138977,1.78999996185303,4.8600001335144,3.4300000667572,352,51.1500015258789,55.2900009155273,3.74000000953674,3.02999997138977,314,47.1500015258789,79.4899978637695,80.1699981689453,171,340,314,35.2599983215332,34.7299995422363,32.6199989318848,51.5699996948242,12.5100002288818,14.0200004577637,64.7422680412371
Mikhail Sergachev,78,1752.56665039063,7,31,16,15,38,46.3400001525879,149,4.69999980926514,7.21000003814697,283,206,102,12,24,11,59,25,22,3,0,14,39,23,139,124,123,22.4688034057617,0.239999994635582,1.05999994277954,0.550000011920929,0.509999990463257,1.29999995231628,5.09999990463257,0.25,9.6899995803833,7.05000019073486,3.49000000953674,0.409999996423721,0.819999992847443,0.379999995231628,2.01999998092651,0.479999989271164,1.3400000333786,0.790000021457672,4.76000022888184,4.25,4.21000003814697,333,48.0699996948242,48.2400016784668,2.80999994277954,3.00999999046326,385,53.6199989318848,80.4700012207031,80,236,289,255,48.0699996948242,28.0699996948242,29.8500003814697,48.4599990844727,13.1800003051758,11.3999996185303,51.9348268839104
Seth Jones,78,2044.36669921875,5,46,18,28,51,53.6800003051758,194,2.57999992370605,9.46000003814697,365,255,106,29,7,13,28,14,14,0,0,12,71,34,99,148,155,26.2098293304443,0.150000005960464,1.35000002384186,0.529999971389771,0.819999992847443,1.5,5.69000005722046,0.280000001192093,10.710000038147,7.48000001907349,3.10999989509583,0.850000023841858,0.209999993443489,0.379999995231628,0.819999992847443,0.349999994039536,2.07999992370605,1,2.91000008583069,4.34000015258789,4.55000019073486,328,51.0400009155273,42.5999984741211,2.78999996185303,3.75999999046326,342,51.0400009155273,95.129997253418,99.4000015258789,358,362,315,53.189998626709,31.2600002288818,29.7600002288818,51.2299995422363,10.039999961853,9.63000011444092,46.8053491827637
Colton Parayko,80,1884.48327636719,6,29,10,19,35,32.4099998474121,135,4.44000005722046,6.8600001335144,244,183,74,18,4,12,18,9,9,0,0,17,53,51,72,119,169,23.5560417175293,0.189999997615814,0.920000016689301,0.319999992847443,0.600000023841858,1.11000001430511,4.30000019073486,0.219999998807907,7.76999998092651,5.82999992370605,2.35999989509583,0.569999992847443,0.129999995231628,0.379999995231628,0.569999992847443,0.540000021457672,1.69000005722046,1.62000000476837,2.28999996185303,3.78999996185303,5.38000011444092,368,42.0299987792969,51.1800003051758,3.44000005722046,3.27999997138977,291,44.1599998474121,79.7300033569336,95.4700012207031,195,383,369,34.5699996948242,26.1399993896484,33.75,43.6500015258789,9.27000045776367,11.7200002670288,65.4255319148936
Dougie Hamilton,62,1315.86669921875,9,21,10,11,30,37.5,197,4.57000017166138,11.6499996185303,402,285,151,35,31,23,34,17,17,0,0,5,54,20,87,51,92,21.2236557006836,0.409999996423721,0.959999978542328,0.46000000834465,0.5,1.37000000476837,8.97999954223633,0.529999971389771,18.3299999237061,13,6.8899998664856,1.60000002384186,1.4099999666214,1.04999995231628,1.54999995231628,0.230000004172325,2.46000003814697,0.910000026226044,3.97000002861023,2.32999992370605,4.19000005722046,215,55.5400009155273,47.060001373291,3.65000009536743,4.09999990463257,333,60.7700004577637,72.5,64.5299987792969,221,255,153,59.0900001525879,36.5200004577637,30.3199996948242,54.6399993896484,15.1800003051758,9.80000019073486,40.9090909090909
Miro Heiskanen,70,1742.09997558594,5,31,18,13,36,45,156,3.21000003814697,10.1800003051758,312,218,114,27,1,24,24,12,12,0,0,10,84,45,52,111,92,24.8871421813965,0.170000001788139,1.07000005245209,0.620000004768372,0.449999988079071,1.24000000953674,5.36999988555908,0.349999994039536,10.75,7.51000022888184,3.9300000667572,0.930000007152557,0.0299999993294477,0.829999983310699,0.829999983310699,0.340000003576279,2.89000010490417,1.54999995231628,1.78999996185303,3.8199999332428,3.17000007629395,287,52.310001373291,53.3300018310547,2.75999999046326,2.41000008583069,388,57.4799995422363,92.2300033569336,77.4400024414063,308,352,313,49.5999984741211,32,29.7600002288818,51.810001373291,13.3599996566772,9.88000011444092,50.402576489533
Noah Dobson,80,1716.73327636719,13,38,21,17,51,54.2599983215332,190,6.84000015258789,8.53999996185303,401,269,101,14,6,23,18,9,9,0,0,20,82,27,78,134,154,21.4591674804688,0.449999988079071,1.33000004291534,0.730000019073486,0.589999973773956,1.77999997138977,6.6399998664856,0.300000011920929,14.0100002288818,9.39999961853027,3.52999997138977,0.490000009536743,0.209999993443489,0.800000011920929,0.629999995231628,0.699999988079071,2.86999988555908,0.939999997615814,2.73000001907349,4.67999982833862,5.38000011444092,339,50.5099983215332,55.6199989318848,3.28999996185303,2.61999988555908,373,52.3899993896484,87.3300018310547,84.4599990844727,274,296,181,60.2200012207031,32.3600006103516,31.4200000762939,50.7400016784668,13.039999961853,11.8500003814697,39.7802197802198
